PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.20.46.452 W079.36.21.165 N040.21.08.865 W079.50.08.650
                          N040.21.05.362 W079.47.55.214 N040.20.36.202 W079.48.36.758
                          N040.20.32.072 W079.47.52.860 N040.20.04.220 W079.48.32.234
                          N040.20.36.202 W079.48.36.758 N040.20.32.072 W079.47.52.860
                          N039.54.59.914 W080.23.38.855 N039.54.43.790 W080.22.31.565
                          N039.54.29.854 W080.23.25.834 N039.55.13.850 W080.22.44.580
                          N040.56.03.000 W080.04.49.575 N040.56.01.823 W080.04.49.933
                          N040.56.01.823 W080.04.49.933 N040.56.00.880 W080.04.50.928
                          N040.56.00.880 W080.04.50.928 N040.56.00.357 W080.04.52.366
                          N040.56.00.357 W080.04.52.366 N040.56.00.360 W080.04.53.959
                          N040.56.00.360 W080.04.53.959 N040.56.00.886 W080.04.55.392
                          N040.56.00.886 W080.04.55.392 N040.56.01.832 W080.04.56.384
                          N040.56.01.832 W080.04.56.384 N040.56.03.011 W080.04.56.735
                          N040.56.03.011 W080.04.56.735 N040.56.04.189 W080.04.56.377
                          N040.56.04.189 W080.04.56.377 N040.56.05.131 W080.04.55.381
                          N040.56.05.131 W080.04.55.381 N040.56.05.654 W080.04.53.944
                          N040.56.05.654 W080.04.53.944 N040.56.05.651 W080.04.52.350
                          N040.56.05.651 W080.04.52.350 N040.56.05.125 W080.04.50.915
                          N040.56.05.125 W080.04.50.915 N040.56.04.179 W080.04.49.925
                          N040.56.04.179 W080.04.49.925 N040.56.03.000 W080.04.49.575
                          N040.56.05.169 W080.04.50.644 N040.56.01.875 W080.04.49.784
                          N040.56.05.502 W080.04.51.511 N040.56.01.217 W080.04.50.654
                          N040.56.05.833 W080.04.52.813 N040.56.00.558 W080.04.51.524
                          N040.56.05.834 W080.04.53.683 N040.56.00.561 W080.04.52.394
                          N040.56.05.506 W080.04.54.553 N040.56.00.562 W080.04.53.262
                          N040.56.04.849 W080.04.55.423 N040.56.00.562 W080.04.54.566
                          N040.56.04.189 W080.04.56.293 N040.56.01.223 W080.04.55.433
                          N040.56.27.100 W080.04.22.534 N040.56.25.921 W080.04.22.892
                          N040.56.25.921 W080.04.22.892 N040.56.24.979 W080.04.23.888
                          N040.56.24.979 W080.04.23.888 N040.56.24.458 W080.04.25.325
                          N040.56.24.458 W080.04.25.325 N040.56.24.459 W080.04.26.919
                          N040.56.24.459 W080.04.26.919 N040.56.24.987 W080.04.28.353
                          N040.56.24.987 W080.04.28.353 N040.56.25.934 W080.04.29.344
                          N040.56.25.934 W080.04.29.344 N040.56.27.110 W080.04.29.694
                          N040.56.27.110 W080.04.29.694 N040.56.28.290 W080.04.29.336
                          N040.56.28.290 W080.04.29.336 N040.56.29.233 W080.04.28.341
                          N040.56.29.233 W080.04.28.341 N040.56.29.752 W080.04.26.903
                          N040.56.29.752 W080.04.26.903 N040.56.29.752 W080.04.25.309
                          N040.56.29.752 W080.04.25.309 N040.56.29.224 W080.04.23.875
                          N040.56.29.224 W080.04.23.875 N040.56.28.278 W080.04.22.884
                          N040.56.28.278 W080.04.22.884 N040.56.27.100 W080.04.22.534
                          N040.56.29.177 W080.04.23.206 N040.56.25.882 W080.04.22.780
                          N040.56.29.838 W080.04.24.507 N040.56.25.222 W080.04.23.216
                          N040.56.29.841 W080.04.25.811 N040.56.24.566 W080.04.24.520
                          N040.56.29.842 W080.04.26.679 N040.56.24.237 W080.04.25.390
                          N040.56.29.514 W080.04.27.549 N040.56.24.570 W080.04.26.260
                          N040.56.29.186 W080.04.28.419 N040.56.24.570 W080.04.27.128
                          N040.56.28.197 W080.04.29.289 N040.56.25.230 W080.04.28.430
                          N040.56.49.055 W080.03.56.105 N040.56.47.878 W080.03.56.463
                          N040.56.47.878 W080.03.56.463 N040.56.46.933 W080.03.57.459
                          N040.56.46.933 W080.03.57.459 N040.56.46.413 W080.03.58.896
                          N040.56.46.413 W080.03.58.896 N040.56.46.416 W080.04.00.490
                          N040.56.46.416 W080.04.00.490 N040.56.46.941 W080.04.01.924
                          N040.56.46.941 W080.04.01.924 N040.56.47.887 W080.04.02.915
                          N040.56.47.887 W080.04.02.915 N040.56.49.068 W080.04.03.265
                          N040.56.49.068 W080.04.03.265 N040.56.50.244 W080.04.02.907
                          N040.56.50.244 W080.04.02.907 N040.56.51.186 W080.04.01.912
                          N040.56.51.186 W080.04.01.912 N040.56.51.710 W080.04.00.474
                          N040.56.51.710 W080.04.00.474 N040.56.51.706 W080.03.58.880
                          N040.56.51.706 W080.03.58.880 N040.56.51.181 W080.03.57.446
                          N040.56.51.181 W080.03.57.446 N040.56.50.231 W080.03.56.455
                          N040.56.50.231 W080.03.56.455 N040.56.49.055 W080.03.56.105
                          N040.56.51.207 W080.03.57.072 N040.56.47.912 W080.03.56.212
                          N040.56.51.868 W080.03.58.373 N040.56.47.252 W080.03.57.083
                          N040.56.51.871 W080.03.59.243 N040.56.46.924 W080.03.57.953
                          N040.56.51.872 W080.04.00.111 N040.56.46.268 W080.03.58.825
                          N040.56.51.544 W080.04.00.981 N040.56.46.600 W080.03.59.693
                          N040.56.50.887 W080.04.02.285 N040.56.46.600 W080.04.00.994
                          N040.56.50.227 W080.04.02.724 N040.56.46.933 W080.04.01.864
                          N040.57.10.530 W080.03.28.639 N040.57.09.351 W080.03.28.997
                          N040.57.09.351 W080.03.28.997 N040.57.08.409 W080.03.29.992
                          N040.57.08.409 W080.03.29.992 N040.57.07.888 W080.03.31.432
                          N040.57.07.888 W080.03.31.432 N040.57.07.889 W080.03.33.024
                          N040.57.07.889 W080.03.33.024 N040.57.08.417 W080.03.34.460
                          N040.57.08.417 W080.03.34.460 N040.57.09.364 W080.03.35.449
                          N040.57.09.364 W080.03.35.449 N040.57.10.540 W080.03.35.801
                          N040.57.10.540 W080.03.35.801 N040.57.11.720 W080.03.35.443
                          N040.57.11.720 W080.03.35.443 N040.57.12.662 W080.03.34.447
                          N040.57.12.662 W080.03.34.447 N040.57.13.182 W080.03.33.008
                          N040.57.13.182 W080.03.33.008 N040.57.13.181 W080.03.31.414
                          N040.57.13.181 W080.03.31.414 N040.57.12.654 W080.03.29.979
                          N040.57.12.654 W080.03.29.979 N040.57.11.708 W080.03.28.989
                          N040.57.11.708 W080.03.28.989 N040.57.10.530 W080.03.28.639
                          N040.57.12.576 W080.03.29.632 N040.57.09.278 W080.03.28.772
                          N040.57.13.237 W080.03.30.933 N040.57.08.622 W080.03.29.642
                          N040.57.13.238 W080.03.31.803 N040.57.08.294 W080.03.30.512
                          N040.57.13.238 W080.03.32.671 N040.57.07.637 W080.03.31.385
                          N040.57.12.910 W080.03.33.541 N040.57.07.966 W080.03.32.253
                          N040.57.12.581 W080.03.34.411 N040.57.07.970 W080.03.33.557
                          N040.57.11.597 W080.03.35.284 N040.57.08.630 W080.03.34.424
                          N040.57.32.472 W080.03.03.738 N040.57.31.292 W080.03.04.096
                          N040.57.31.292 W080.03.04.096 N040.57.30.350 W080.03.05.095
                          N040.57.30.350 W080.03.05.095 N040.57.29.830 W080.03.06.532
                          N040.57.29.830 W080.03.06.532 N040.57.29.830 W080.03.08.126
                          N040.57.29.830 W080.03.08.126 N040.57.30.358 W080.03.09.560
                          N040.57.30.358 W080.03.09.560 N040.57.31.304 W080.03.10.551
                          N040.57.31.304 W080.03.10.551 N040.57.32.484 W080.03.10.903
                          N040.57.32.484 W080.03.10.903 N040.57.33.661 W080.03.10.543
                          N040.57.33.661 W080.03.10.543 N040.57.34.603 W080.03.09.547
                          N040.57.34.603 W080.03.09.547 N040.57.35.126 W080.03.08.110
                          N040.57.35.126 W080.03.08.110 N040.57.35.123 W080.03.06.516
                          N040.57.35.123 W080.03.06.516 N040.57.34.595 W080.03.05.081
                          N040.57.34.595 W080.03.05.081 N040.57.33.649 W080.03.04.091
                          N040.57.33.649 W080.03.04.091 N040.57.32.472 W080.03.03.738
                          N040.57.34.603 W080.03.04.791 N040.57.30.979 W080.03.03.934
                          N040.57.34.936 W080.03.05.659 N040.57.30.651 W080.03.04.805
                          N040.57.34.936 W080.03.06.963 N040.57.29.992 W080.03.05.675
                          N040.57.34.940 W080.03.07.833 N040.57.29.664 W080.03.06.545
                          N040.57.34.940 W080.03.08.703 N040.57.29.996 W080.03.07.412
                          N040.57.34.284 W080.03.09.573 N040.57.30.000 W080.03.08.716
                          N040.57.33.627 W080.03.10.444 N040.57.30.328 W080.03.09.586
                          N040.57.55.380 W080.02.38.974 N040.57.54.204 W080.02.39.332
                          N040.57.54.204 W080.02.39.332 N040.57.53.262 W080.02.40.330
                          N040.57.53.262 W080.02.40.330 N040.57.52.742 W080.02.41.767
                          N040.57.52.742 W080.02.41.767 N040.57.52.745 W080.02.43.361
                          N040.57.52.745 W080.02.43.361 N040.57.53.271 W080.02.44.796
                          N040.57.53.271 W080.02.44.796 N040.57.54.217 W080.02.45.786
                          N040.57.54.217 W080.02.45.786 N040.57.55.397 W080.02.46.136
                          N040.57.55.397 W080.02.46.136 N040.57.56.574 W080.02.45.778
                          N040.57.56.574 W080.02.45.778 N040.57.57.516 W080.02.44.782
                          N040.57.57.516 W080.02.44.782 N040.57.58.039 W080.02.43.345
                          N040.57.58.039 W080.02.43.345 N040.57.58.036 W080.02.41.751
                          N040.57.58.036 W080.02.41.751 N040.57.57.507 W080.02.40.314
                          N040.57.57.507 W080.02.40.314 N040.57.56.561 W080.02.39.324
                          N040.57.56.561 W080.02.39.324 N040.57.55.380 W080.02.38.974
                          N040.57.57.621 W080.02.39.943 N040.57.53.995 W080.02.39.088
                          N040.57.57.951 W080.02.41.247 N040.57.53.667 W080.02.39.956
                          N040.57.57.955 W080.02.42.117 N040.57.53.010 W080.02.40.829
                          N040.57.57.955 W080.02.42.985 N040.57.52.682 W080.02.41.699
                          N040.57.57.627 W080.02.43.857 N040.57.52.683 W080.02.42.569
                          N040.57.57.298 W080.02.44.725 N040.57.52.687 W080.02.43.873
                          N040.57.56.642 W080.02.45.598 N040.57.53.347 W080.02.44.738
                          N040.58.13.626 W080.02.14.154 N040.58.12.449 W080.02.14.512
                          N040.58.12.449 W080.02.14.512 N040.58.11.504 W080.02.15.510
                          N040.58.11.504 W080.02.15.510 N040.58.10.984 W080.02.16.948
                          N040.58.10.984 W080.02.16.948 N040.58.10.988 W080.02.18.542
                          N040.58.10.988 W080.02.18.542 N040.58.11.515 W080.02.19.976
                          N040.58.11.515 W080.02.19.976 N040.58.12.462 W080.02.20.967
                          N040.58.12.462 W080.02.20.967 N040.58.13.639 W080.02.21.317
                          N040.58.13.639 W080.02.21.317 N040.58.14.818 W080.02.20.959
                          N040.58.14.818 W080.02.20.959 N040.58.15.760 W080.02.19.961
                          N040.58.15.760 W080.02.19.961 N040.58.16.281 W080.02.18.524
                          N040.58.16.281 W080.02.18.524 N040.58.16.277 W080.02.16.930
                          N040.58.16.277 W080.02.16.930 N040.58.15.752 W080.02.15.495
                          N040.58.15.752 W080.02.15.495 N040.58.14.802 W080.02.14.505
                          N040.58.14.802 W080.02.14.505 N040.58.13.626 W080.02.14.154
                          N040.58.15.693 W080.02.15.108 N040.58.12.398 W080.02.14.251
                          N040.58.16.354 W080.02.16.410 N040.58.11.738 W080.02.15.121
                          N040.58.16.357 W080.02.17.280 N040.58.11.413 W080.02.15.991
                          N040.58.16.358 W080.02.18.150 N040.58.10.754 W080.02.16.864
                          N040.58.16.030 W080.02.19.020 N040.58.11.086 W080.02.17.732
                          N040.58.15.374 W080.02.19.890 N040.58.11.089 W080.02.19.036
                          N040.58.14.716 W080.02.20.763 N040.58.11.418 W080.02.19.903
                          N040.23.43.146 W079.43.34.177 N040.23.41.970 W079.43.34.537
                          N040.23.41.970 W079.43.34.537 N040.23.41.028 W079.43.35.530
                          N040.23.41.028 W079.43.35.530 N040.23.40.512 W079.43.36.960
                          N040.23.40.512 W079.43.36.960 N040.23.40.517 W079.43.38.541
                          N040.23.40.517 W079.43.38.541 N040.23.41.049 W079.43.39.960
                          N040.23.41.049 W079.43.39.960 N040.23.41.999 W079.43.40.939
                          N040.23.41.999 W079.43.40.939 N040.23.43.179 W079.43.41.279
                          N040.23.43.179 W079.43.41.279 N040.23.44.356 W079.43.40.919
                          N040.23.44.356 W079.43.40.919 N040.23.45.294 W079.43.39.926
                          N040.23.45.294 W079.43.39.926 N040.23.45.813 W079.43.38.499
                          N040.23.45.813 W079.43.38.499 N040.23.45.806 W079.43.36.918
                          N040.23.45.806 W079.43.36.918 N040.23.45.273 W079.43.35.496
                          N040.23.45.273 W079.43.35.496 N040.23.44.326 W079.43.34.519
                          N040.23.44.326 W079.43.34.519 N040.23.43.146 W079.43.34.177
                          N040.23.45.153 W079.43.35.041 N040.23.41.854 W079.43.34.205
                          N040.23.45.486 W079.43.36.330 N040.23.41.199 W079.43.35.071
                          N040.23.45.822 W079.43.37.190 N040.23.40.542 W079.43.35.938
                          N040.23.45.826 W079.43.38.052 N040.23.40.546 W079.43.36.800
                          N040.23.45.502 W079.43.39.348 N040.23.40.554 W079.43.38.094
                          N040.23.45.175 W079.43.39.779 N040.23.40.558 W079.43.38.956
                          N040.23.44.190 W079.43.40.650 N040.23.41.220 W079.43.39.813
                          N040.23.56.076 W079.42.58.847 N040.23.54.897 W079.42.59.210
                          N040.23.54.897 W079.42.59.210 N040.23.53.959 W079.43.00.203
                          N040.23.53.959 W079.43.00.203 N040.23.53.439 W079.43.01.630
                          N040.23.53.439 W079.43.01.630 N040.23.53.447 W079.43.03.211
                          N040.23.53.447 W079.43.03.211 N040.23.53.980 W079.43.04.630
                          N040.23.53.980 W079.43.04.630 N040.23.54.926 W079.43.05.608
                          N040.23.54.926 W079.43.05.608 N040.23.56.107 W079.43.05.950
                          N040.23.56.107 W079.43.05.950 N040.23.57.286 W079.43.05.589
                          N040.23.57.286 W079.43.05.589 N040.23.58.225 W079.43.04.596
                          N040.23.58.225 W079.43.04.596 N040.23.58.741 W079.43.03.169
                          N040.23.58.741 W079.43.03.169 N040.23.58.736 W079.43.01.588
                          N040.23.58.736 W079.43.01.588 N040.23.58.204 W079.43.00.167
                          N040.23.58.204 W079.43.00.167 N040.23.57.254 W079.42.59.190
                          N040.23.57.254 W079.42.59.190 N040.23.56.076 W079.42.58.847
                          N040.23.58.166 W079.42.59.595 N040.23.54.870 W079.42.59.190
                          N040.23.58.502 W079.43.00.886 N040.23.54.210 W079.42.59.628
                          N040.23.58.835 W079.43.01.745 N040.23.53.558 W079.43.00.494
                          N040.23.58.842 W079.43.03.036 N040.23.53.234 W079.43.01.790
                          N040.23.58.515 W079.43.03.901 N040.23.53.239 W079.43.02.652
                          N040.23.58.187 W079.43.04.335 N040.23.53.571 W079.43.03.512
                          N040.23.57.207 W079.43.05.636 N040.23.54.235 W079.43.04.366
                          N040.24.09.247 W079.42.23.513 N040.24.08.070 W079.42.23.873
                          N040.24.08.070 W079.42.23.873 N040.24.07.133 W079.42.24.866
                          N040.24.07.133 W079.42.24.866 N040.24.06.613 W079.42.26.296
                          N040.24.06.613 W079.42.26.296 N040.24.06.621 W079.42.27.876
                          N040.24.06.621 W079.42.27.876 N040.24.07.154 W079.42.29.296
                          N040.24.07.154 W079.42.29.296 N040.24.08.104 W079.42.30.273
                          N040.24.08.104 W079.42.30.273 N040.24.09.281 W079.42.30.615
                          N040.24.09.281 W079.42.30.615 N040.24.10.460 W079.42.30.255
                          N040.24.10.460 W079.42.30.255 N040.24.11.399 W079.42.29.261
                          N040.24.11.399 W079.42.29.261 N040.24.11.915 W079.42.27.832
                          N040.24.11.915 W079.42.27.832 N040.24.11.910 W079.42.26.251
                          N040.24.11.910 W079.42.26.251 N040.24.11.378 W079.42.24.832
                          N040.24.11.378 W079.42.24.832 N040.24.10.427 W079.42.23.855
                          N040.24.10.427 W079.42.23.855 N040.24.09.247 W079.42.23.513
                          N040.24.11.177 W079.42.24.145 N040.24.07.879 W079.42.23.743
                          N040.24.11.842 W079.42.25.434 N040.24.07.222 W079.42.24.179
                          N040.24.11.847 W079.42.26.727 N040.24.06.898 W079.42.25.475
                          N040.24.11.851 W079.42.27.589 N040.24.06.575 W079.42.26.338
                          N040.24.11.858 W079.42.28.451 N040.24.06.579 W079.42.27.200
                          N040.24.11.203 W079.42.29.317 N040.24.06.911 W079.42.28.060
                          N040.24.10.218 W079.42.30.189 N040.24.07.248 W079.42.29.351
                          N040.24.22.173 W079.41.48.175 N040.24.20.996 W079.41.48.536
                          N040.24.20.996 W079.41.48.536 N040.24.20.055 W079.41.49.529
                          N040.24.20.055 W079.41.49.529 N040.24.19.539 W079.41.50.959
                          N040.24.19.539 W079.41.50.959 N040.24.19.547 W079.41.52.540
                          N040.24.19.547 W079.41.52.540 N040.24.20.077 W079.41.53.958
                          N040.24.20.077 W079.41.53.958 N040.24.21.027 W079.41.54.936
                          N040.24.21.027 W079.41.54.936 N040.24.22.208 W079.41.55.278
                          N040.24.22.208 W079.41.55.278 N040.24.23.384 W079.41.54.917
                          N040.24.23.384 W079.41.54.917 N040.24.24.321 W079.41.53.924
                          N040.24.24.321 W079.41.53.924 N040.24.24.841 W079.41.52.495
                          N040.24.24.841 W079.41.52.495 N040.24.24.833 W079.41.50.914
                          N040.24.24.833 W079.41.50.914 N040.24.24.300 W079.41.49.495
                          N040.24.24.300 W079.41.49.495 N040.24.23.353 W079.41.48.515
                          N040.24.23.353 W079.41.48.515 N040.24.22.173 W079.41.48.175
                          N040.24.24.188 W079.41.49.124 N040.24.20.889 W079.41.48.290
                          N040.24.24.522 W079.41.50.415 N040.24.20.234 W079.41.49.158
                          N040.24.24.857 W079.41.51.272 N040.24.19.578 W079.41.50.025
                          N040.24.24.862 W079.41.52.135 N040.24.19.582 W079.41.50.885
                          N040.24.24.535 W079.41.52.999 N040.24.19.586 W079.41.51.748
                          N040.24.24.211 W079.41.53.864 N040.24.19.594 W079.41.53.041
                          N040.24.23.226 W079.41.54.735 N040.24.20.256 W079.41.53.898
                          N040.24.35.342 W079.41.13.155 N040.24.34.166 W079.41.13.515
                          N040.24.34.166 W079.41.13.515 N040.24.33.225 W079.41.14.511
                          N040.24.33.225 W079.41.14.511 N040.24.32.708 W079.41.15.938
                          N040.24.32.708 W079.41.15.938 N040.24.32.713 W079.41.17.519
                          N040.24.32.713 W079.41.17.519 N040.24.33.246 W079.41.18.940
                          N040.24.33.246 W079.41.18.940 N040.24.34.197 W079.41.19.917
                          N040.24.34.197 W079.41.19.917 N040.24.35.377 W079.41.20.259
                          N040.24.35.377 W079.41.20.259 N040.24.36.553 W079.41.19.896
                          N040.24.36.553 W079.41.19.896 N040.24.37.494 W079.41.18.903
                          N040.24.37.494 W079.41.18.903 N040.24.38.011 W079.41.17.474
                          N040.24.38.011 W079.41.17.474 N040.24.38.003 W079.41.15.893
                          N040.24.38.003 W079.41.15.893 N040.24.37.470 W079.41.14.474
                          N040.24.37.470 W079.41.14.474 N040.24.36.519 W079.41.13.497
                          N040.24.36.519 W079.41.13.497 N040.24.35.342 W079.41.13.155
                          N040.24.37.193 W079.41.14.098 N040.24.34.225 W079.41.13.262
                          N040.24.37.858 W079.41.15.386 N040.24.33.241 W079.41.14.132
                          N040.24.38.194 W079.41.16.246 N040.24.32.914 W079.41.14.997
                          N040.24.38.198 W079.41.17.108 N040.24.32.590 W079.41.15.862
                          N040.24.37.870 W079.41.17.973 N040.24.32.594 W079.41.16.724
                          N040.24.37.218 W079.41.18.841 N040.24.32.931 W079.41.18.015
                          N040.24.36.234 W079.41.19.711 N040.24.33.263 W079.41.18.874
                          N040.24.48.504 W079.40.37.485 N040.24.47.328 W079.40.37.846
                          N040.24.47.328 W079.40.37.846 N040.24.46.389 W079.40.38.839
                          N040.24.46.389 W079.40.38.839 N040.24.45.870 W079.40.40.269
                          N040.24.45.870 W079.40.40.269 N040.24.45.879 W079.40.41.849
                          N040.24.45.879 W079.40.41.849 N040.24.46.411 W079.40.43.268
                          N040.24.46.411 W079.40.43.268 N040.24.47.361 W079.40.44.248
                          N040.24.47.361 W079.40.44.248 N040.24.48.541 W079.40.44.588
                          N040.24.48.541 W079.40.44.588 N040.24.49.715 W079.40.44.227
                          N040.24.49.715 W079.40.44.227 N040.24.50.656 W079.40.43.232
                          N040.24.50.656 W079.40.43.232 N040.24.51.172 W079.40.41.802
                          N040.24.51.172 W079.40.41.802 N040.24.51.164 W079.40.40.221
                          N040.24.51.164 W079.40.40.221 N040.24.50.635 W079.40.38.803
                          N040.24.50.635 W079.40.38.803 N040.24.49.685 W079.40.37.825
                          N040.24.49.685 W079.40.37.825 N040.24.48.504 W079.40.37.485
                          N040.24.50.524 W079.40.38.204 N040.24.47.226 W079.40.37.802
                          N040.24.50.860 W079.40.39.495 N040.24.46.569 W079.40.38.238
                          N040.24.51.193 W079.40.40.354 N040.24.45.916 W079.40.39.106
                          N040.24.51.198 W079.40.41.648 N040.24.45.921 W079.40.40.399
                          N040.24.50.874 W079.40.42.513 N040.24.45.926 W079.40.41.262
                          N040.24.50.546 W079.40.42.944 N040.24.45.930 W079.40.42.124
                          N040.24.49.565 W079.40.44.248 N040.24.46.594 W079.40.42.981
                          N040.25.01.421 W079.40.02.459 N040.25.00.245 W079.40.02.820
                          N040.25.00.245 W079.40.02.820 N040.24.59.304 W079.40.03.815
                          N040.24.59.304 W079.40.03.815 N040.24.58.788 W079.40.05.242
                          N040.24.58.788 W079.40.05.242 N040.24.58.796 W079.40.06.823
                          N040.24.58.796 W079.40.06.823 N040.24.59.325 W079.40.08.245
                          N040.24.59.325 W079.40.08.245 N040.25.00.276 W079.40.09.222
                          N040.25.00.276 W079.40.09.222 N040.25.01.456 W079.40.09.564
                          N040.25.01.456 W079.40.09.564 N040.25.02.633 W079.40.09.201
                          N040.25.02.633 W079.40.09.201 N040.25.03.574 W079.40.08.208
                          N040.25.03.574 W079.40.08.208 N040.25.04.090 W079.40.06.779
                          N040.25.04.090 W079.40.06.779 N040.25.04.082 W079.40.05.198
                          N040.25.04.082 W079.40.05.198 N040.25.03.549 W079.40.03.776
                          N040.25.03.549 W079.40.03.776 N040.25.02.599 W079.40.02.799
                          N040.25.02.599 W079.40.02.799 N040.25.01.421 W079.40.02.459
                          N040.25.03.523 W079.40.03.170 N040.25.00.228 W079.40.02.768
                          N040.25.03.860 W079.40.04.461 N040.24.59.571 W079.40.03.206
                          N040.25.04.193 W079.40.05.321 N040.24.58.916 W079.40.04.074
                          N040.25.04.201 W079.40.06.614 N040.24.58.592 W079.40.05.370
                          N040.25.03.877 W079.40.07.479 N040.24.58.597 W079.40.06.233
                          N040.25.03.549 W079.40.07.913 N040.24.58.932 W079.40.07.092
                          N040.25.02.568 W079.40.09.214 N040.24.59.594 W079.40.07.947
                          N040.25.14.332 W079.39.27.106 N040.25.13.156 W079.39.27.469
                          N040.25.13.156 W079.39.27.469 N040.25.12.217 W079.39.28.463
                          N040.25.12.217 W079.39.28.463 N040.25.11.698 W079.39.29.892
                          N040.25.11.698 W079.39.29.892 N040.25.11.707 W079.39.31.473
                          N040.25.11.707 W079.39.31.473 N040.25.12.239 W079.39.32.892
                          N040.25.12.239 W079.39.32.892 N040.25.13.190 W079.39.33.871
                          N040.25.13.190 W079.39.33.871 N040.25.14.370 W079.39.34.211
                          N040.25.14.370 W079.39.34.211 N040.25.15.546 W079.39.33.848
                          N040.25.15.546 W079.39.33.848 N040.25.16.484 W079.39.32.855
                          N040.25.16.484 W079.39.32.855 N040.25.17.000 W079.39.31.426
                          N040.25.17.000 W079.39.31.426 N040.25.16.991 W079.39.29.845
                          N040.25.16.991 W079.39.29.845 N040.25.16.462 W079.39.28.423
                          N040.25.16.462 W079.39.28.423 N040.25.15.512 W079.39.27.448
                          N040.25.15.512 W079.39.27.448 N040.25.14.332 W079.39.27.106
                          N040.25.16.190 W079.39.27.705 N040.25.13.224 W079.39.27.302
                          N040.25.16.855 W079.39.28.993 N040.25.12.238 W079.39.27.741
                          N040.25.17.192 W079.39.30.284 N040.25.11.915 W079.39.29.038
                          N040.25.17.196 W079.39.31.146 N040.25.11.590 W079.39.29.902
                          N040.25.16.872 W079.39.32.011 N040.25.11.591 W079.39.30.765
                          N040.25.16.216 W079.39.32.879 N040.25.11.928 W079.39.31.625
                          N040.25.15.235 W079.39.33.751 N040.25.12.265 W079.39.32.915
                          N040.25.27.485 W079.38.51.424 N040.25.26.308 W079.38.51.787
                          N040.25.26.308 W079.38.51.787 N040.25.25.371 W079.38.52.780
                          N040.25.25.371 W079.38.52.780 N040.25.24.854 W079.38.54.210
                          N040.25.24.854 W079.38.54.210 N040.25.24.862 W079.38.55.791
                          N040.25.24.862 W079.38.55.791 N040.25.25.392 W079.38.57.212
                          N040.25.25.392 W079.38.57.212 N040.25.26.342 W079.38.58.189
                          N040.25.26.342 W079.38.58.189 N040.25.27.523 W079.38.58.529
                          N040.25.27.523 W079.38.58.529 N040.25.28.699 W079.38.58.168
                          N040.25.28.699 W079.38.58.168 N040.25.29.640 W079.38.57.173
                          N040.25.29.640 W079.38.57.173 N040.25.30.157 W079.38.55.744
                          N040.25.30.157 W079.38.55.744 N040.25.30.148 W079.38.54.163
                          N040.25.30.148 W079.38.54.163 N040.25.29.615 W079.38.52.741
                          N040.25.29.615 W079.38.52.741 N040.25.28.665 W079.38.51.766
                          N040.25.28.665 W079.38.51.766 N040.25.27.485 W079.38.51.424
                          N040.25.29.513 W079.38.52.232 N040.25.26.214 W079.38.51.398
                          N040.25.29.850 W079.38.53.522 N040.25.25.558 W079.38.52.268
                          N040.25.30.182 W079.38.54.380 N040.25.24.905 W079.38.53.136
                          N040.25.30.187 W079.38.55.244 N040.25.24.910 W079.38.53.998
                          N040.25.29.866 W079.38.56.540 N040.25.24.914 W079.38.55.292
                          N040.25.29.539 W079.38.56.974 N040.25.24.922 W079.38.56.154
                          N040.25.28.554 W079.38.57.845 N040.25.25.584 W079.38.57.009
                          N040.25.40.394 W079.38.16.388 N040.25.39.217 W079.38.16.751
                          N040.25.39.217 W079.38.16.751 N040.25.38.276 W079.38.17.744
                          N040.25.38.276 W079.38.17.744 N040.25.37.760 W079.38.19.175
                          N040.25.37.760 W079.38.19.175 N040.25.37.769 W079.38.20.756
                          N040.25.37.769 W079.38.20.756 N040.25.38.301 W079.38.22.176
                          N040.25.38.301 W079.38.22.176 N040.25.39.252 W079.38.23.153
                          N040.25.39.252 W079.38.23.153 N040.25.40.432 W079.38.23.493
                          N040.25.40.432 W079.38.23.493 N040.25.41.608 W079.38.23.129
                          N040.25.41.608 W079.38.23.129 N040.25.42.546 W079.38.22.136
                          N040.25.42.546 W079.38.22.136 N040.25.43.062 W079.38.20.707
                          N040.25.43.062 W079.38.20.707 N040.25.43.054 W079.38.19.126
                          N040.25.43.054 W079.38.19.126 N040.25.42.524 W079.38.17.705
                          N040.25.42.524 W079.38.17.705 N040.25.41.574 W079.38.16.727
                          N040.25.41.574 W079.38.16.727 N040.25.40.394 W079.38.16.388
                          N040.25.42.504 W079.38.17.187 N040.25.39.205 W079.38.16.354
                          N040.25.42.840 W079.38.18.478 N040.25.38.552 W079.38.17.224
                          N040.25.43.176 W079.38.19.337 N040.25.37.897 W079.38.18.091
                          N040.25.43.181 W079.38.20.198 N040.25.37.573 W079.38.18.956
                          N040.25.42.858 W079.38.21.496 N040.25.37.580 W079.38.20.250
                          N040.25.42.529 W079.38.21.930 N040.25.37.914 W079.38.21.109
                          N040.25.41.548 W079.38.22.800 N040.25.38.578 W079.38.21.966
                          N040.25.53.541 W079.37.40.698 N040.25.52.365 W079.37.41.061
